Id_bien;Cod_depcom;No_voie;Btq;Type_voie;Voie;Code_postal;Com_ad;Surface_Carrez;Type_local;Nb_pieces;Surface_terrain
1;01103;347;;RUE;DU CHATEAU;1170;CHEVRY;48.22;Appartement;3;
2;06004;4;;BD;EDOUARD BAUDOIN;6160;ANTIBES;39.11;Appartement;1;
3;06088;20;B;RUE;MARCEAU;6000;NICE;80.25;Appartement;3;
4;06123;550;;RTE;DES VESPINS RN7;6700;SAINT LAURENT DU VAR;27.51;Appartement;1;
5;13005;9300;;RES;LES ARPEGES BD DES ABA;13400;AUBAGNE;47.33;Appartement;2;
6;13028;27;;RUE;DU GRAND MADIER;13600;LA CIOTAT;25.31;Appartement;1;
7;13208;360;;AV;DU PRADO;13008;MARSEILLE 8EME;70.84;Appartement;3;
8;13212;5076;F;PARC;DESSUARD;13012;MARSEILLE 12EME;67.19;Appartement;3;
9;14338;1194;;RUE;DE NORMANDIE;14510;HOULGATE;18.89;Appartement;1;
10;14366;30;;ALL;DES NOISETIERS;14100;LISIEUX;105.37;Maison;4;
11;17300;11;;RUE;ROUGET DE L ISLE;17000;LA ROCHELLE;31.99;Appartement;2;
12;25056;13;;RUE;BERTHE MORISOT;25000;BESANCON;96.21;Maison;5;
13;29232;1;;RUE;DU POHER;29000;QUIMPER;30.86;Appartement;1;
14;29260;2;;RUE;DES JARDINS;29290;SAINT RENAN;66.21;Appartement;3;
15;31555;5;;AV;DU COMMANDANT TAILLANDIER;31500;TOULOUSE;45.58;Appartement;2;
16;33063;15;;RUE;PAUL DENUCE;33800;BORDEAUX;23.2;Appartement;1;
17;33063;176;;RUE;SAINTE CATHERINE;33000;BORDEAUX;13.1;Appartement;1;
18;33097;822;G;;LA BAYNASSE SUD;33121;CARCANS;29;Appartement;2;
19;33449;9;;RUE;DE BELFORT;33160;SAINT MEDARD EN JALLES;51.4;Appartement;2;
20;34145;183;;RUE;MARC ANTOINE MENARD;34400;LUNEL;16.79;Appartement;1;
21;34150;50;;AV;ANDRE CHASSEFIERE;34340;MARSEILLAN;51.4;Appartement;2;
22;34199;8;;PL;DES ETATS DU LANGUEDOC;34120;PEZENAS;68.22;Appartement;3;
23;37156;7;;RUE;JEAN-JACQUES ROUSSEAU;37270;MONTLOUIS-SUR-LOIRE;88.45;Maison;4;
24;37261;197;;AV;DE GRAMMONT;37000;TOURS;42.94;Appartement;2;
25;38185;48;;BD;MAL FOCH;38000;GRENOBLE;76.48;Appartement;4;
26;40266;210;;RTE;DU TAILLEUR;40170;ST-JULIEN-EN-BORN;48.23;Maison;3;
27;40328;199;;RES;MER ET GOLF-LE BOUCANIER;40480;VIEUX BOUCAU-LES-BAINS;49.91;Appartement;2;
28;44143;3;;ALL;JEAN PERRIN;44400;REZE;46.3;Appartement;2;
29;44184;12;;RUE;FERDINAND BUISSON;44600;SAINT-NAZAIRE;47.24;Appartement;2;
30;51230;35;;AV;DE CHAMPAGNE;51200;EPERNAY;81.09;Appartement;4;
31;54395;26;;RUE;MESSIER;54000;NANCY;39.69;Appartement;2;
32;56161;5794;;;GOLF SAINT LAURENT;56400;PLOEMEL;43.85;Appartement;3;
33;58194;5;;RUE;DE PRUNEVEAUX;58000;NEVERS;108.78;Appartement;4;
34;59512;118;;BD;DU GENERAL DE GAULLE;59100;ROUBAIX;89.84;Appartement;3;
35;60057;247;;RUE;DE NOTRE DAME DU THIL;60000;BEAUVAIS;48.35;Appartement;2;
36;60155;34;;RUE;DE LA VILLE;60660;CIRES LES MELLO;19.11;Appartement;1;
37;60159;15;;SQ;JEAN BAPTISTE CLEMENT;60200;COMPIEGNE;97.39;Appartement;5;
38;60524;84;;AV;JEAN JAURES;60290;RANTIGNY;31.73;Appartement;1;
39;69149;54;;RUE;DE LA BUSSIERE;69600;OULLINS;49.89;Appartement;2;
40;69384;15;;RUE;ARTAUD;69004;LYON 4EME;20.02;Appartement;1;
41;74119;1;;AV;D ABONDANCE;74500;EVIAN-LES-BAINS;34.86;Appartement;2;
42;74236;950;;AV;DU MONT D ARBOIS;74170;SAINT GERVAIS LES BAINS;39.05;Appartement;2;
43;74238;110;;RTE;DE LA TELECABINE;74430;SAINT-JEAN-D'AULPS;18.93;Appartement;1;
44;74278;2308;;AV;DES VALLEES;74300;THYEZ;88.59;Appartement;4;
45;75105;22;;BD;SAINT MARCEL;75005;PARIS 05;30.05;Appartement;2;
46;75110;45;;BD;DE MAGENTA;75010;PARIS 10;32.3;Appartement;2;
47;75111;14;;AV;DE LA REPUBLIQUE;75011;PARIS 11;120.28;Appartement;4;
48;75111;160;;RUE;SAINT MAUR;75011;PARIS 11;17.94;Appartement;2;
49;75111;11;;RUE;DU MOULIN JOLY;75011;PARIS 11;28.39;Appartement;2;
50;75112;36;;RUE;ERARD;75012;PARIS 12;18;Appartement;2;
51;75112;220;;RUE;DE CHARENTON;75012;PARIS 12;51.44;Appartement;3;
52;75112;17;;RUE;D AUSTERLITZ;75012;PARIS 12;10.06;Appartement;1;
53;75115;60;A;RUE;EMERIAU;75015;PARIS 15;88.3;Appartement;4;
54;75118;4;;RUE;SQUARE CARPEAUX;75018;PARIS 18;23.98;Appartement;1;
55;75118;36;;AV;DE CLICHY;75018;PARIS 18;53.59;Appartement;2;
56;75118;68;;RUE;MARCADET;75018;PARIS 18;24.3;Appartement;2;
57;76217;16;;AV;ALEXANDRE ANQUETIN;76200;DIEPPE;61.52;Appartement;4;
58;76451;5;;PARC;DE LA BRESLE;76130;MONT-SAINT-AIGNAN;57.27;Appartement;3;
59;76655;4;;RUE;FRANCOIS LAPERT;76460;SAINT-VALERY-EN-CAUX;23.98;Appartement;1;
60;77118;5;B;RUE;DE LA SOLIDARITE;77410;CLAYE-SOUILLY;35.32;Appartement;2;
61;78350;4;;ALL;HELENE LAZAREFF;78430;LOUVECIENNES;89.41;Appartement;4;
62;78423;1;;AV;DE DENTON;78180;MONTIGNY LE BRETONNEUX;106.19;Appartement;5;
63;78545;15;;RUE;ROBERT DESNOS;78210;SAINT-CYR-L ECOLE;67.76;Appartement;4;
64;78545;1;;RUE;MAL DE LATTRE DE TASSIGNY;78210;SAINT-CYR-L ECOLE;40.55;Appartement;2;
65;78551;53;;RUE;DE MAREIL;78100;SAINT-GERMAIN-EN-LAYE;84.31;Appartement;5;
66;78586;1;;RUE;MAETERLINCK;78500;SARTROUVILLE;74;Appartement;3;
67;78640;2;;RUE;DIVISION LECLERC;78140;VELIZY VILLACOUBLAY;49.16;Appartement;2;
68;83062;;;;LES SAVELS;83130;LA GARDE;50.74;Appartement;2;
69;83069;31;;AV;DE LA SABLIERE CAPTE;83400;HYERES;20.15;Appartement;1;
70;83112;9100;;RES;LE GRAND SOLEIL;83270;SAINT-CYR-SUR-MER;47.52;Appartement;2;
71;83123;8;;ALL;DES PAQUERETTES;83110;SANARY SUR MER;86.92;Maison;5;
72;84007;43;;RUE;CAMPANE;84000;AVIGNON;37.24;Appartement;2;
73;85047;78;;RUE;CARNOT;85300;CHALLANS;43.12;Appartement;2;
74;86062;20;B;ALL;DU HAUT POITOU;86360;CHASSENEUIL-DU-POITOU;30.42;Appartement;1;
75;86194;9007;;RUE;DES DOUVES;86000;POITIERS;71.03;Appartement;4;
76;87075;14;;RUE;DU CLUZEAU;87170;ISLE;62.95;Appartement;2;
77;87085;8;;RUE;GEORGES BELJEAN;87100;LIMOGES;43.54;Appartement;2;
78;91249;2;;RUE;D ADELAIAU;91470;FORGES-LES-BAINS;128.34;Appartement;5;
79;91689;6;;RUE;DE LA DIVISION LECLERC;91320;WISSOUS;43.42;Appartement;2;
80;92025;79;;RUE;DE VARSOVIE;92700;COLOMBES;49.45;Appartement;3;
81;92026;5;;BD;GEORGES CLEMENCEAU;92400;COURBEVOIE;62.1;Appartement;3;
82;92036;32;;RUE;GEORGES THORETTON;92230;GENNEVILLIERS;59.35;Appartement;3;
83;92044;74;;RUE;JULES GUESDE;92300;LEVALLOIS-PERRET;52.85;Appartement;2;
84;93032;35;;AV;SAINTE FOY;93220;GAGNY;106.31;Maison;4;115
85;93051;4;;ALL;JOSEPHINE;93160;NOISY-LE-GRAND;77.93;Appartement;4;
86;93057;129;;ALL;JULES AUFFRET;93320;LES PAVILLONS-SOUS-BOIS;46;Appartement;2;
87;93071;1;;PL;GASTON BUSSIERE;93270;SEVRAN;24.63;Appartement;2;
88;94044;21;;RUE;CLAUDE BERNARD;94450;LIMEIL-BREVANNES;67.1;Appartement;3;
89;94060;18;;RUE;DE PROVENCE;94510;LA QUEUE-EN-BRIE;80;Maison;4;
90;94060;4;;RUE;DU CLOS SAINT NICOLAS;94510;LA QUEUE-EN-BRIE;48.02;Appartement;2;
91;94080;7;;RUE;DE L EGALITE;94300;VINCENNES;16.37;Appartement;1;
92;95252;16;;RUE;DE LA FOSSE AUX BICHES;95130;FRANCONVILLE LA GARENNE;72.53;Appartement;4;
93;95388;57;;ALL;DU VEXIN;95180;MENUCOURT;90.07;Maison;5;
94;95607;9004;;RES;LES LIGNIERES;95150;TAVERNY;57.1;Appartement;3;
95;01262;9;;RUE;NEUVE;1120;MONTLUEL;41.82;Appartement;1;
96;02408;27;;RUE;FERNAND THUILLART;2000;LAON;165.11;Appartement;6;
97;03190;2;;RUE;DENAIN;3000;MOULINS;124.01;Appartement;3;
98;04073;7052;;RES;LES CHENEVRIERS;4400;ENCHASTRAYES;24.32;Appartement;1;
99;04166;7102;;PL;DE L ENGIEN;4500;RIEZ;106.43;Appartement;4;
100;04209;9002;;PL;DU DOCTEUR ROBERT;4200;SISTERON;32.89;Appartement;1;
101;06004;15;;AV;NIQUET;6600;ANTIBES;37.66;Appartement;2;
102;06027;7;;CHE;DE SAINT LAURENT;6800;CAGNES SUR MER;58.42;Appartement;3;
103;06088;8;;RUE;ROSSINI;6000;NICE;99.04;Appartement;4;
104;06088;27;;RUE;LAMARTINE;6000;NICE;30.2;Appartement;3;
105;06088;4;;AV;VALROSE;6100;NICE;68.75;Appartement;3;
106;06159;15;B;AV;VICTOR CAUVIN;6230;VILLEFRANCHE-SUR-MER;56.05;Appartement;2;
107;10323;5;;IMP;DU CHANT DE L ALOUETTE;10100;ROMILLY SUR SEINE;55.5;Appartement;3;
108;13119;5279;F;RUE;DU 14 JUILLET;13470;CARNOUX-EN-PROVENCE;53.09;Appartement;3;
109;13201;55;;RUE;FRANCIS DAVSO;13001;MARSEILLE 1ER;48.24;Appartement;2;
110;13204;9;;RUE;BOSCARY;13004;MARSEILLE 4EME;28.4;Appartement;1;
111;13206;9;;RUE;CRUDERE;13006;MARSEILLE 6EME;51.01;Appartement;3;
112;13209;13;;BD;GUSTAVE GANAY;13009;MARSEILLE 9EME;51.54;Appartement;3;
113;14118;4;;RUE;AUX NAMPS;14000;CAEN;34.83;Appartement;2;
114;14333;1;;RUE;PESTEL;14600;HONFLEUR;12.44;Appartement;1;
115;14715;1;;AV;P CASSAGNAVERE;14360;TROUVILLE-SUR-MER;53.76;Appartement;2;
116;14754;1;;RUE;CHARLES KOECHLIN;14640;VILLERS-SUR-MER;52.82;Maison;2;792
117;17300;66;;AV;DENFERT ROCHEREAU;17000;LA ROCHELLE;32.18;Appartement;1;
118;17414;6;;RUE;DES MENDRIES;17138;SAINT-XANDRE;49.9;Maison;3;
119;22113;5;;RES;DE LA HAUTE RIVE;22300;LANNION;68.3;Appartement;4;
120;22168;33;;RUE;ANATOLE LE BRAZ;22700;PERROS-GUIREC;54.42;Appartement;2;
121;22278;16;H;BD;DE L ATLANTIQUE;22000;SAINT-BRIEUC;64;Appartement;4;
122;24322;19;;AV;DAUMESNIL;24000;PERIGUEUX;31.05;Appartement;1;
123;25527;850;;CHE;DES GOUILLOTTES;25410;SAINT VIT;127.96;Appartement;5;
124;28085;34;B;RUE;DU FAUBOURG ST JEAN;28000;CHARTRES;106.03;Maison;5;
125;30003;22;;RUE;THEAULON;30220;AIGUES-MORTES;32.29;Appartement;2;
126;30007;145;;QUAI;DE BILINA;30100;ALES;39.5;Appartement;2;
127;30133;80;;RUE;DES ANEMONES;30240;LE GRAU DU ROI;20;Appartement;1;
128;30189;4;B;RUE;ARNAVIELLE;30900;NIMES;60.07;Appartement;3;
129;32013;3;;RUE;DAUMESNIL;32000;AUCH;54;Appartement;2;
130;33005;230;;BD;DE LA REPUBLIQUE;33510;ANDERNOS-LES-BAINS;44.12;Appartement;2;
131;33063;52;;RUE;DU TONDU;33000;BORDEAUX;61.16;Appartement;4;
132;33075;17;;RUE;DES HIRONDELLES;33520;BRUGES;86.3;Maison;4;
133;33550;17;;RUE;LAURENT FIGNON;33140;VILLENAVE D ORNON;39.23;Appartement;2;
134;34023;7;;AV;PASTEUR;34540;BALARUC LES BAINS;24.6;Appartement;1;
135;37261;5;;RUE;HENRI HERTZ;37100;TOURS;42.2;Appartement;2;
136;37261;4;;ALL;DES ERABLES;37000;TOURS;63.1;Appartement;3;
137;38169;6;;RUE;DOYEN GOSSE;38600;FONTAINE;21;Appartement;1;
138;38185;4;;PL;BIR HAKEIM;38000;GRENOBLE;95.74;Appartement;3;
139;38253;13;;AV;DE LA MUZELLE MT DE LANS;38860;LES DEUX ALPES;60.55;Appartement;3;
140;40046;176;;AV;GABRIELE  D ANNUNZIO;40600;BISCARROSSE;29.78;Maison;1;
141;40088;49;;AV;VICTOR HUGO;40100;DAX;18.63;Appartement;1;
142;40304;112;;AV;DU MARENSIN;40150;SOORTS-HOSSEGOR;82.35;Maison;3;
143;42256;2;;CHE;DES GREFFIERS;42680;SAINT-MARCELLIN-EN-FOREZ;94.39;Maison;4;396
144;44109;52;;BD;DE L EGALITE;44100;NANTES;62.14;Appartement;3;
145;44190;18;;RUE;BONNE GARDE;44230;ST SEBASTIEN SUR LOIRE;47.34;Appartement;2;
146;44204;1;;RUE;PAUL VERLAINE;44470;THOUARE-SUR-LOIRE;42.25;Appartement;2;
147;45234;239;;FG;SAINT VINCENT;45000;ORLEANS;65.71;Appartement;3;
148;45286;13;;ALL;DES ERABLES;45650;SAINT-JEAN-LE-BLANC;72.37;Appartement;1;
149;50002;74;;RTE;DE COUTANCES;50180;AGNEAUX;57.88;Appartement;2;
150;51454;7;;IMP;DES CARMELITES;51100;REIMS;119.95;Appartement;4;
151;54395;21;;RUE;DES SOEURS MACARONS;54000;NANCY;36.6;Appartement;2;
152;56062;2;;RES;DE PORH MEN GUEN;56680;GAVRES;97.51;Appartement;3;
153;59368;19;;AV;SIMONE;59110;LA MADELEINE;80.09;Appartement;3;
154;59378;42;Q;RUE;JEAN JAURES;59700;MARCQ EN BAROEUL;29.73;Maison;2;
155;59491;468;;RUE;HENRI DURRE;59590;RAISMES;153.25;Maison;5;
156;60159;2;;RUE;AMPERE;60200;COMPIEGNE;41;Appartement;1;
157;60159;59;C;RUE;DU GENERAL MANGIN;60200;COMPIEGNE;220.72;Maison;8;
158;60382;35;;IMP;JEAN DE LA FONTAINE;60280;MARGNY LES COMPIEGNE;30.38;Appartement;2;
159;60395;1;;AV;JACQUES CARTIER;60110;MERU;72.91;Appartement;4;
160;60524;34;B;AV;DE LA GARE;60290;RANTIGNY;67.47;Appartement;3;
161;62041;76;;PL;GRAND PLACE;62000;ARRAS;45.5;Appartement;2;
162;63300;31;;RUE;HIPPOLYTE GOMOT;63200;RIOM;62.72;Appartement;2;
163;69003;6;;AV;DE LA GARE;69250;ALBIGNY-SUR-SAONE;108.84;Appartement;4;
164;69204;78;B;RUE;DES COLLONGES;69230;SAINT-GENIS-LAVAL;43.25;Appartement;2;
165;69264;496;;RUE;ETIENNE POULET;69400;VILLEFRANCHE;78.72;Appartement;3;
166;69389;72;;RUE;SAINT PIERRE DE VAISE;69009;LYON 9EME;32.82;Appartement;1;
167;69389;2;;PL;DE LA RHODIACETA;69009;LYON 9EME;75.31;Appartement;3;
168;70550;24;;RUE;DE LA BANQUE;70000;VESOUL;75.87;Appartement;4;
169;70550;22;;RUE;D ALSACE LORRAINE;70000;VESOUL;168.38;Appartement;4;
170;74014;13;;RTE;DES MOULINS;74300;ARACHES LA FRASSE;21.29;Appartement;1;
171;74249;110;;RTE;DE LA SAUGE;74500;SAINT-PAUL-EN-CHABLAIS;76.14;Appartement;3;
172;75102;192;;RUE;SAINT DENIS;75002;PARIS 02;36.91;Appartement;3;
173;75103;24;;RUE;DE SAINTONGE;75003;PARIS 03;66;Appartement;1;
174;75104;8;;RUE;SAINT PAUL;75004;PARIS 04;25.34;Appartement;2;
175;75105;30;;RUE;DES BOULANGERS;75005;PARIS 05;21.34;Appartement;1;
176;75106;36;;RUE;DE BUCI;75006;PARIS 06;28.55;Appartement;1;
177;75107;7;;RUE;COGNACQ JAY;75007;PARIS 07;82.62;Appartement;3;
178;75110;38;;AV;CLAUDE VELLEFAUX;75010;PARIS 10;30.18;Appartement;2;
179;75111;7;;RUE;PLICHON;75011;PARIS 11;58.45;Appartement;3;
180;75111;33;;AV;PHILIPPE AUGUSTE;75011;PARIS 11;31.12;Appartement;2;
181;75112;38;B;RUE;TRAVERSIERE;75012;PARIS 12;44.95;Appartement;2;
182;75114;31;;RUE;DE L ABBE CARTON;75014;PARIS 14;25.06;Appartement;1;
183;75115;8;;RUE;MARMONTEL;75015;PARIS 15;37.38;Appartement;2;
184;75115;22;A;RUE;EMERIAU;75015;PARIS 15;99.96;Appartement;6;
185;75117;62;;RUE;LEGENDRE;75017;PARIS 17;63.16;Appartement;3;
186;75117;68;;RUE;MSTISLAV ROSTROPOVITCH;75017;PARIS 17;47.12;Appartement;2;
187;75118;76;;RUE;LEPIC;75018;PARIS 18;53.01;Appartement;3;
188;75118;21;B;RUE;DUHESME;75018;PARIS 18;52.46;Appartement;3;
189;75118;124;;RUE;DAMREMONT;75018;PARIS 18;52.24;Appartement;2;
190;75118;89;;RUE;DES POISSONNIERS;75018;PARIS 18;29.13;Appartement;2;
191;75118;28;;RUE;DE TORCY;75018;PARIS 18;67.8;Appartement;3;
192;75120;9;;RUE;HENRI CHEVREAU;75020;PARIS 20;21.01;Appartement;1;
193;76351;4;;RUE;MICHEL DUBOSC;76600;LE HAVRE;19.9;Appartement;1;
194;76447;3;;RUE;HENRY LEMONNIER;76290;MONTIVILLIERS;45.84;Appartement;1;
195;76451;10;;RUE;ROBERT DE THORIGNY;76130;MONT-SAINT-AIGNAN;39.3;Appartement;2;
196;77005;19;B;RUE;DU GENERAL DE GAULLE;77410;ANNET-SUR-MARNE;32.99;Appartement;2;
197;77014;56;;RUE;REMY DUMONCEL;77210;AVON;24.06;Appartement;1;
198;77058;4;;RUE;KONRAD ADENAUER;77600;BUSSY-SAINT-GEORGES;53.6;Appartement;2;
199;77058;17;;AV;DU GENERAL DE GAULLE;77600;BUSSY-SAINT-GEORGES;31.42;Appartement;1;
200;77059;13;Q;RUE;DE CHAMPAGNE;77600;BUSSY-SAINT-MARTIN;111.15;Maison;5;
201;77192;2;E;SQ;DU PETIT MARGAT;77610;FONTENAY-TRESIGNY;60.25;Appartement;3;
202;77259;2;C;CHE;DU GAZON;77230;LONGPERRIER;75.06;Maison;4;
203;77288;17;;RUE;LOUVIOT;77000;MELUN;33.49;Appartement;2;
204;77288;15;;RUE;DE VAUX;77000;MELUN;44.94;Appartement;2;
205;77379;2;B;RUE;DU TEMPLE;77160;PROVINS;66.54;Appartement;3;
206;78005;113;;AV;DE POISSY;78260;ACHERES;42.2;Appartement;2;
207;78372;8;;SQ;DES AUBADES;78160;MARLY-LE-ROI;67.6;Appartement;4;
208;78372;9;;RES;DE LA SABOTTE;78160;MARLY-LE-ROI;53.05;Appartement;3;
209;78383;1;;SQ;DU JURANCON;78310;MAUREPAS;27.81;Appartement;1;
210;78550;3;;RUE;LOUIS PASTEUR;78640;SAINT-GERMAIN-DE-LA-GRANGE;101.85;Maison;6;
211;78621;9003;;CITE;LA GARENNE A BREFAUT;78190;TRAPPES;55.06;Appartement;3;
212;78646;16;;RUE;DE L OCCIDENT;78000;VERSAILLES;80.38;Appartement;4;
213;82096;29;;RUE;DES LILAS;82290;LA VILLE DIEU DU TEMPLE;71.05;Maison;3;
214;83009;71;;CHE;DE L ESCOURCHE;83150;BANDOL;37.6;Appartement;2;
215;83009;271;;BD;DES GRAVIERS;83150;BANDOL;15.2;Appartement;1;
216;83034;9500;;RES;LE ST VINCENT;83320;CARQUEIRANNE;29.85;Appartement;2;
217;83070;1;;AV;PIERRE DE COUBERTIN;83980;LE LAVANDOU;64.84;Appartement;3;
218;85035;9733;;RES;LES TROIS TOURS 2;85470;BRETIGNOLLES-SUR-MER;37.82;Appartement;2;
219;85127;5;;AV;DU LITTORAL;85560;LONGEVILLE-SUR-MER;64.41;Appartement;3;
220;85194;3;;RUE;FIEF DES COUTS;85100;SABLES-D'OLONNE (LES);63.63;Appartement;3;
221;85262;46;;RUE;DU BAS RUET;85660;SAINT-PHILBERT-DE-BOUAINE;88.5;Maison;4;
222;88372;38;;RUE;JULES FERRY;88110;RAON L ETAPE;81.24;Appartement;3;
223;90010;1;;RUE;DE COLMAR;90000;BELFORT;42.25;Appartement;2;
224;90010;24;;RUE;DE CRONSTADT;90000;BELFORT;56;Appartement;3;
225;91114;43;;RUE;DES 3 CHENES;91800;BRUNOY;69.17;Appartement;4;
226;91225;10;;RES;LES BOIS DU CERF;91450;ETIOLLES;146.94;Maison;6;
227;91326;5;;RUE;MONTTESSUY;91260;JUVISY SUR ORGE;49;Appartement;3;
228;91377;4;;ALL;D'AUTRICHE;91300;MASSY;93.02;Appartement;5;
229;91425;50;B;RTE;D ORLEANS RN 20;91310;MONTLHERY;40;Appartement;2;
230;91570;10;;ALL;DES ERABLES;91240;SAINT-MICHEL-SUR-ORGE;115.97;Maison;5;
231;91589;239;;AV;ROBERT LEUTHREAU;91600;SAVIGNY-SUR-ORGE;90;Maison;2;
232;92004;4;;RUE;BERNARD JUGAULT;92600;ASNIERES-SUR-SEINE;67.23;Appartement;4;
233;92004;26;;RUE;DES BOURGUIGNONS;92600;ASNIERES-SUR-SEINE;40.69;Appartement;3;
234;92004;12;;RUE;DU R P CH GILBERT;92600;ASNIERES-SUR-SEINE;54.2;Appartement;2;
235;92009;1;;RUE;CLAUDE MIVIERE;92270;BOIS-COLOMBES;52.47;Appartement;3;
236;92012;6;;IMP;BELLEVUE;92100;BOULOGNE-BILLANCOURT;65.62;Appartement;1;
237;92012;197;;RUE;GALLIENI;92100;BOULOGNE-BILLANCOURT;87.15;Appartement;4;
238;92012;19;;ALL;ROBERT DOISNEAU;92100;BOULOGNE-BILLANCOURT;23.8;Appartement;1;
239;92012;11;;RUE;SAINT DENIS;92100;BOULOGNE-BILLANCOURT;31.2;Appartement;2;
240;92012;11;;RUE;FESSART;92100;BOULOGNE-BILLANCOURT;78.02;Appartement;4;
241;92014;36;;RUE;PAUL HENRY THILLOY;92340;BOURG-LA-REINE;76.85;Appartement;1;
242;92022;1162;;AV;ROGER SALENGRO;92370;CHAVILLE;59.73;Appartement;3;
243;92023;85;;AV;HENRI BARBUSSE;92140;CLAMART;40.8;Appartement;3;
244;92025;273;;RUE;SAINT DENIS;92700;COLOMBES;61.06;Appartement;3;
245;92025;9;;RUE;PAUL BERT;92700;COLOMBES;38.05;Appartement;2;
246;92025;21;;RUE;VICTOR HUGO;92700;COLOMBES;32.02;Appartement;2;
247;92026;7;;RUE;DE LA SABLIERE;92400;COURBEVOIE;94.32;Appartement;4;
248;92048;1;;SQ;DES COLONNES;92360;MEUDON;61.97;Appartement;3;
249;92050;6;;RUE;DE L'OUEST;92000;NANTERRE;61.93;Appartement;3;
250;92063;7;;RUE;DU GUE;92500;RUEIL-MALMAISON;25.16;Appartement;1;
251;92063;11;;RUE;DE LA BENARDE;92500;RUEIL-MALMAISON;46.75;Appartement;2;
252;92063;12;;SQ;RONSARD;92500;RUEIL-MALMAISON;48.5;Appartement;2;
253;92075;7;;RUE;LOUIS BLANC;92170;VANVES;44.17;Appartement;2;
254;93001;55;;RUE;DU MOUTIER;93300;AUBERVILLIERS;35;Appartement;2;
255;93006;77;;RUE;SADI CARNOT;93170;BAGNOLET;30.45;Appartement;2;
256;93010;4;;RUE;ARTHUR RIMBAUD;93140;BONDY;70.56;Appartement;3;
257;93048;24;;RUE;KLEBER;93100;MONTREUIL;102.46;Appartement;6;
258;94016;68;;RUE;DU COLONEL FABIEN;94230;CACHAN;21.13;Appartement;1;
259;94022;18;;RUE;PAUL CARLE;94600;CHOISY-LE-ROI;41.57;Appartement;2;
260;94033;15;;RUE;DE TRUCY;94120;FONTENAY-SOUS-BOIS;29.07;Appartement;1;
261;94041;3;;ALL;MULATRESSE SOLITUDE;94200;IVRY-SUR-SEINE;68.02;Appartement;3;
262;94042;4;;RUE;HALIFAX;94340;JOINVILLE-LE-PONT;73.81;Appartement;3;
263;94052;6;;RUE;ANQUETIL;94130;NOGENT-SUR-MARNE;50.08;Appartement;2;
264;94068;83;;AV;DU BAC;94210;SAINT-MAUR-DES-FOSSES;61.93;Appartement;3;
265;94071;16;;RUE;DU MOUTIER;94370;SUCY-EN-BRIE;34.2;Appartement;2;
266;94076;1;;RUE;PIERRE ET MARIE CURIE;94800;VILLEJUIF;39.39;Appartement;2;
267;94079;7;;ALL;DE DERRIERE LES JARDINS;94350;VILLIERS-SUR-MARNE;84.23;Appartement;4;
268;94080;74;;RUE;DE LA JARRY;94300;VINCENNES;50.6;Appartement;3;
269;94080;27;;AV;PAUL DEROULEDE;94300;VINCENNES;25.14;Appartement;1;
270;95203;4;;RUE;DE LA BRIQUETERIE;95600;EAUBONNE;64;Appartement;3;
271;95218;1;;RUE;DES CAPUCINES;95610;ERAGNY-SUR-OISE;45.04;Appartement;2;
272;95218;1;;RUE;DU PAPIER COUCHE;95610;ERAGNY-SUR-OISE;56.86;Appartement;3;
273;95500;20;;RUE;DES MARECHAUX;95300;PONTOISE;77.71;Appartement;4;
274;95572;76;;RUE;GEORGE SAND;95310;ST OUEN L AUMONE;61.05;Appartement;3;
275;04209;9003;;PL;DE L HORLOGE;4200;SISTERON;105.71;Appartement;4;
276;14079;17;;RUE;DE VERDUN;14910;BLONVILLE-SUR-MER;30.09;Appartement;2;
277;14754;6412;;CHE;DE BOIS LURETTE;14640;VILLERS-SUR-MER;30.38;Appartement;2;
278;54395;10;;RUE;FERRI III;54000;NANCY;47.04;Appartement;2;
279;74256;29;;RTE;DE CUSIN;74700;SALLANCHES;63.14;Appartement;3;
280;77014;5;;RUE;DU ROCHER;77210;AVON;45.61;Appartement;2;
281;80021;12;;RUE;MARTIN BLEU DIEU;80000;AMIENS;34.99;Appartement;1;
282;82112;7;;AV;DU DOCTEUR ROUANET;82200;MOISSAC;67.19;Appartement;4;
283;91223;9;;RUE;DE LA JUIVERIE;91150;ETAMPES;31.49;Appartement;1;
284;01160;1;;RUE;DE GEX;1210;FERNEY-VOLTAIRE;82.59;Appartement;3;
285;01288;140;;RUE;DE L'ABBE JOLIVET;1630;PERON;109.22;Maison;5;
286;04070;1;;RUE;DES MONGES;4000;DIGNE-LES-BAINS;144.6;Appartement;4;
287;06029;3;;RUE;NOTRE-DAME;6400;CANNES;31.21;Appartement;2;
288;06032;56;;AV;DU TROIS SEPTEMBRE;6320;CAP-D AIL;24.58;Appartement;1;
289;06079;114;;AV;GASTON DE FONTMICHEL;6210;MANDELIEU-LA-NAPOULE;36.6;Appartement;2;
290;06083;55;;AV;DE SOSPEL;6500;MENTON;29;Appartement;1;
291;06083;649;;PROM;DU SOLEIL;6500;MENTON;54.34;Appartement;2;
292;06088;17;;RUE;GOUNOD;6000;NICE;32.83;Appartement;2;
293;06088;4;;BD;CIMIEZ;6000;NICE;133.44;Appartement;4;
294;10325;;;;LES FEUILLATES;10430;ROSIERES PRES TROYES;63.58;Appartement;3;
